lyrics,artist_all,artist_base,rank,song,year,artist_featured,song_clean,artist_clean,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,time_signature,valence,duration_min,num_words,words_per_sec,num_uniq_words,decade,uniq_ratio,Sexual,Violence,Substance,Language,Sexual_words,Violence_words,Substance_words,Language_words,Explicit_by_def
a scrub is a guy that think he fly he also known a a busta always talkin about what he want and just sits on his broke ass so no i dont want your number no i dont want to give you mine and no i dont want to meet you nowhere no i dont want none of your time and no i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me well a scrub checkin me but his game is kinda weak and i know that he cannot approach me cause im looking like class and he looking like trash cant get wit a deadbeat ass so no i dont want your number no i dont want to give you mine and no i dont want to meet you nowhere no i dont want none of your time and no i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me if you dont have a car and youre walking oh yes son im talking to you if you live at home with your momma oh yes son im talking to you if you have a shorty that you dont show love oh yes son im talking to you wanna get me with no money oh no i dont want no no scrub no scrub no scrub no scrub i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me see if you cant spatially expand my horizon then that leaf you in the class with scrub never rising i dont find it surprising and if you dont have the g to please me and bounce me here to the coast of overseas so let me give you something to think about inundate your mind with intention to turn you out cant forget the focus on the picture in front of me you a clear a dvd on digital tv screen satisfy my appetite with something spectacular check your vernacular and then i get back to ya with diamond like precision insatiable is what i envision cant detect acquisition from your friend expedition mr big willy if you really want to know ask chilli could i be a silly ho not really t boz and all my senorita are steppin on your filas but you dont hear me though i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me i dont want no scrub a scrub is a guy that cant get no love from me hangin out the passenger side of his best friend ride trying to holla at me,tlc,tlc,2,no scrubs,1999,,no scrubs,tlc,0.0251,0.743,0.675,0,0.000717,8,0.0685,-4.267,0,80,1999/2/23,0.0953,92.909,4,0.59,3.573333333,668,3.115671642,161,1990,4.149068323,T,F,F,T,ass,,,ass,T
every morning there a halo hangin from the corner of my girlfriend four post bed i know it not mine but ill see if i can use it for the weekend or a one night stand couldnt understand how to work it out once again a predicted left my broken heart open and you ripped it out somethings got me reeling stopped me from believing turn me around again said that we can do it you know i wanna do it again oh oh oh every morning there a heartache hanging from the corner of my girlfriend four post bed i know it not mine and i know she think she love me but i never can believe what she said something so deceiving when you stop believing turn me around again said we couldnt do it you know i wanna do it again oh oh oh oh she always right the wrong for me baby she always right the wrong for me every morning there a halo hanging from the corner of my girlfriend four post bed i know it not mine but ill see if i can use it for the weekend or a one night stand every morning every morning when i wake up every morning every morning every morning every morning,sugar ray,sugar ray,8,every morning,1999,,every morning,sugar ray,0.0838,0.829,0.674,0,0.00174,8,0.102,-4.493,1,68,2005/6/17,0.0362,109.917,4,0.974,3.67,215,0.976385104,83,1990,2.590361446,T,F,F,F,one night stand,,,,T
i wish i could tie you up in my shoe make you feel unpretty too i wa told i wa beautiful but what doe that mean to you look into the mirror who inside there the one with the long hair same old me again today yeah my outside look cool my inside are blue everytime i think im through it because of you i try different way but it all the same at the end of the day i have myself to blame im just trippin you can buy your hair if it wont grow you can fix your nose if he say so you can buy all the make up that m a c can make but if you cant look inside you find out who am i to be in the position that make me feel so damn unpretty ill make you feel unpretty too never insecure until i met you now im bein stupid i used to be so cute to me just a little bit skinny why do i look to all these thing to keep you happy maybe get rid of you and then ill get back to me yeah my outside look cool my inside are blue everytime i think im through it because of you i try different way but it all the same at the end of the day i have myself to blame cant believe im trippin you can buy your hair if it wont grow you can fix your nose if he say so you can buy all the make up that m a c can make but if you cant look inside you find out who am i to be in the position that make me feel so damn unpretty you can buy your hair if it wont grow you can fix your nose if he say so you can buy all the make up that m a c can make but if you cant look inside you find out who am i to be in the position that make me feel so damn unpretty and make you feel unpretty too and make you feel unpretty you can buy your hair if it wont grow you can fix your nose if he say so you can buy all the make up that m a c can make but if you cant look inside you find out who am i to be in the position that make me feel so damn unpretty,tlc,tlc,20,unpretty,1999,,unpretty,tlc,0.00152,0.648,0.622,0,5.97E-05,7,0.109,-6.063,1,61,1999/2/23,0.0428,88.684,4,0.51,4.63445,413,1.485253554,112,1990,3.6875,F,F,F,T,,,,damn,T
weve all seen the man at the liquor store beggin for your change the hair on his face is dirty dreadlocked and full of mange he ask the man for what he could spare with shame in his eye get a job you fucking slob is all he reply god forbid you ever had to walk a mile in his shoe cause then you really might know what it like to sing the blue then you really might know what it like then you really might know what it like mary got pregnant from a kid named tom who said he wa in love he said dont worry about a thing baby doll im the man youve been dreamin of but three month later he said he wont date her or return her call and she sweared goddamn if i find that man im cuttin off his ball and then she head for the clinic and she get some static walkin through the door they call her a killer and they call her a sinner and they call her a whore god forbid you ever had to walk a mile in her shoe cause then you really might know what it like to have to choose then you really might know what it like then you really might know what it like ive seen a rich man beg ive seen a good man sin ive seen a tough man cry ive seen a loser win and a sad man grin i heard an honest man lie ive seen the good side of bad and the down side of up and everything between i licked the silver spoon drank from the golden cup smoked the finest green i stroked the baddest dime at least a couple of time before i broke their heart you know where it end yo it usually depends on where you start i knew this kid named max he used to get fat stack out on the corner with drug he liked to hang out late at night liked to get shit faced and keep pace with thug until late one night there wa a big gunfight max lost his head he pulled out his chrome talked some shit and wound up dead now his wife and his kid are caught in the midst of all of his pain you know it come that way at least thats what they say when you play the game god forbid you ever had to wake up to hear the news cause then you really might know what it like to have to lose then you really might know what it like then you really might know what it like to have to lose,everlast,everlast,28,what it's like,1999,,what its like,everlast,0.0904,0.678,0.556,1,0.0334,0,0.0866,-7.423,1,66,1998/9/8,0.0281,85.158,4,0.405,5.052216667,455,1.500991314,208,1990,2.1875,F,F,T,T,,,"drug, liquor",shit,T
mmmmmmmm uhh wicki wicki wild wicki wild wicki wicki jim west desperado rough rider no you dont want nada none of this six gunnin this brother runnin this buffalo soldier look it like i told ya any damsel thats in distress be outta that dress when she meet jim west rough neck so go check the law and abide watch your step or flex and get a hole in your side swallow your pride dont let your lip react you dont wanna see my hand where my hip be at with artemus from the start of this runnin the game james west tamin the west so remember the name now who ya gonna call not the gb now who you gonna call j dub and a g if you ever riff with either one of u break out before you get bumrushed at the the wild wild west the wild wild west the wild wild west the wild wild now now now now once upon a time in the west mad man lost his damn mind in the west loveless kidnap a dime nuttin le now i must put his behind to the test then through the shadow in the saddle ready for battle bring all your boy in here come the poison behind my back all that riffin ya did front and center now where your lip at kid who dat is a mean brother bad for your health lookin damn good though if i could say it myself told me loveless is a mad man but i dont fear that he got mad weapon too aint tryin to hear that tryin to bring down me the champion when yall clown gon see that it cant be done understand me son im the slickest they is im the quickest they is did i say im the slickest they is so if you barkin up the wrong tree we comin dont be startin nuttin me and my partner gonna test your chest loveless cant stand the heat then get out the wild wild west the wild wild west were goin straight to when im rollin to the the wild wild west the wild wild west when im strollin to the the wild wild west were goin straight to when im bouncin to the the wild wild west the wild wild the wild wild west the wild wild west were goin straight the wild wild west breakdown breakdown breakdown breakdown breakdown breakdown yeahhhhhhhahhhhhhhhh can you feel it cmon cmon yeahhhhhhahhhhhhhhhh keep it moving keep it moving ooooooooooooooh yeahhhhhhh to any outlaw tryin to draw thinkin youre bad any drawin on west best with a pen and a pad dont even think about it six gun weighin a ton ten pace and turn up til sundown rollin around see where the bad guy are to be found and make em lay down the defender of the west crushin all pretender in the west dont mess with u cause we in the the wild wild west were goin straight to when im rollin to the the wild wild west the wild wild west when im strollin to the the wild wild west were goin straight to when im bouncin to the the wild wild west the wild wild the wild wild west were goin straight to when im rollin to the the wild wild west the wild wild west when im strollin to the the wild wild west were goin straight to when im bouncin to the the wild wild west the wild wild were goin straight to the wild wild west were goin straight to the wild wild west cmon the wild wild west when im rollin to the the wild wild west cmon when im strollin to the were goin straight to the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west the wild wild west,will smith  featuring  dru hill  and  kool moe dee,will smith,33,wild wild west,1999,dru hill  and  kool moe dee,wild wild west,will smith,0.0983,0.861,0.597,0,0,10,0.176,-7.221,0,60,1999/11/16,0.162,107.016,4,0.694,4.474216667,683,2.544206993,230,1990,2.969565217,F,T,F,T,,gun,,damn,T
scar tissue that i wish you saw sarcastic mister know it all close your eye and ill kiss you cause with the bird ill share with the bird ill share this lonely viewin with the bird ill share this lonely viewin push me up against the wall young kentucky girl in a push up bra fallin all over myself to lick your heart and taste your health cause with the bird ill share this lonely viewin with the bird ill share this lonely viewin with the bird ill share this lonely view blood loss in a bathroom stall a southern girl with a scarlet drawl wave good bye to ma and pa cause with the bird ill share with the bird ill share this lonely viewin with the bird ill share this lonely viewin soft spoken with a broken jaw step outside but not to brawl and autumn sweet we call it fall ill make it to the moon if i have to crawl and with the bird ill share this lonely viewin with the bird ill share this lonely viewin with the bird ill share this lonely view scar tissue that i wish you saw sarcastic mister know it all close your eye and ill kiss you cause with the bird ill share with the bird ill share this lonely viewin with the bird ill share this lonely viewin with the bird ill share this lonely view,red hot chili peppers,red hot chili peppers,34,scar tissue,1999,,scar tissue,red hot chili peppers,0.0779,0.595,0.717,0,0.00274,0,0.108,-4.803,1,75,1999/6/8,0.0295,88.969,4,0.547,3.59845,238,1.102326465,77,1990,3.090909091,T,F,F,F,bra,,,,T
yo remember back on the boogie when cat used to harmonize like yo my men and my woman dont forget about the deen sirat al mustaqeem yo it about a thing if ya feel real good wave your hand in the air and lick two shot in the atmosphere it been three week since you were looking for your friend the one you let hit it and never called you again member when he told you he wa bout the benjamin you act like you aint hear him then give him a little trim to begin how you think youre really gon pretend like you wasnt down and you called him again plus when you give it up so easy you aint even foolin him if you did it then then youd probably fuck again talking out your neck sayin youre a christian a muslim sleeping with the jinni now that wa the sin that did jezebel in who you gon tell when the repercussion spin showing off your ass cause youre thinking it a trend girlfriend let me break it down for you again you know i only say it cause im truly genuine dont be a hard rock when you really are a gem baby girl respect is just a minimum nigga fucked up and you still defending em now lauryn is only human dont think i havent been through the same predicament let it sit inside your head like a million woman in philly penn it silly when girl sell their soul because it in look at where you be in hair weave like european fake nail done by korean come again guy you know youd better watch out some girl some girl are only about that thing that thing that thing that thing that thing that thing the second is dedicated to the men more concerned with his rim and his timbs than his woman him and his men come in the club like hooligan dont care who they offend poppin yang let stop pretend the one that pack pistol by they waist men cristal by the case men still in they mother basement the pretty face men claiming that they did a bid men need to take care of they three or four kid and they face a court case when the child support late money taking and heart breaking now you wonder why woman hate men the sneaky silent men the punk domestic violence men quick to shoot the semen stop acting like boy and be men how you gonna win when you aint right within how you gonna win when you aint right within how you gonna win when you aint right within come again come again come again come again watch out watch out look out look out watch out watch out look out look out watch out watch out look out look out watch out watch out look out look out girl you know youd better watch out some guy some guy are only about that thing that thing that thing that thing that thing that thing guy you know youd better watch out cause some girl some girl are only about that thing that thing that thing that thing that thing that thing,lauryn hill,lauryn hill,41,doo wop (that thing),1999,,doo wop that thing,lauryn hill,0.0393,0.535,0.505,0,0,2,0.0923,-8.926,0,73,1998/8/25,0.245,99.935,4,0.495,5.337783333,543,1.69546035,232,1990,2.340517241,T,F,F,T,ass,,,"nigga, fuck, nigga, ass",T
mambo no lady and gentleman this is mambo no one two three four five everybody in the car so come on let ride to the liquor store around the corner the boy say they want some gin and juice but i really dont wanna beerbust like i had last week i must stay deep cause talk is a cheap i like angela pamela sandra and rita and a i continue you know theyre gettin sweeter so what can i do i really beg you my lord to me flirtin it just like a sport anything fly it all good let me dump it please set in the trumpet mambo no a little bit of monica in my life a little bit of erica by my side a little bit of rita is all i need a little bit of tina is what i see a little bit of sandra in the sun a little bit of mary all night long a little bit of jessica here i am a little bit of you make me your man jump up and down and move it all around shake your head to the sound put your hand an the ground take one step left and one step right one to the front and one to the side clap your hand once and clap your hand twice and if it look like this then you doin it right a little bit of monica in my life a little bit of erica by my side a little bit of rita is all i need a little bit of tina is what i see a little bit of sandra in the sun a little bit of mary all night long a little bit of jessica here i am a little bit of you make me your man trumpet the trumpet mambo no a little bit of monica in my life a little bit of erica by my side a little bit of rita is all i need a little bit of tina is what i see a little bit of sandra in the sun a little bit of mary all night long a little bit of jessica here i am a little bit of you make me your man i do all to fall in love with a girl like you you cant run and you cant hide you and me gonna touch the sky,lou bega,lou bega,42,mambo no. 5,1999,,mambo no 5,lou bega,0.103,0.622,0.807,0,0,5,0.306,-6.752,0,77,1999/7/19,0.408,174.06,4,0.892,3.67155,404,1.833921187,137,1990,2.948905109,F,F,T,F,,,liquor,,T
oh give it be my sweet lady oh i want you to be my lady lady oh babe sweet lady would you be my sweet love for a lifetime ill be there when you need me just call and receive me da da da da my sweet lady baby la la la la now any other day i would play it cool but i cant now cause i want you see im hooked on how you flex your style and i wanna talk for a little while i never really seen your type but i must admit that i kinda like so maybe if you have the time we could talk about you being my would you be my i ll be there when you need me just call and receive me sweet lady sweet love for a lifetime when you need me just call and receive me now on the regular i would waste time but i dont want to cuz youre so damn fine and i heard that you were taken but that dont have to stop you from making late night phone call on the telephone about your fantasy and way to get it on when you need me i will be there for you my sweet lady would you be my receive me sweet lady sweet love for a lifetime when you need me just call me my sweet lady say you will be my lady i ve got to have all your love so i won t even front just say youll give it to me dont wanna hear the maybes oh no no no oh oh would you be my sweet love for a lifetime i ll be there when you need me just call and receive me sweet lady would you be my sweet love for a lifetime when you need me just call and receive me sweet lady would you be my sweet love for a lifetime receive me baby would you be my be my sweet love lover for a lifetime would you be my oh oh be my be my come on over will you be mine sweet lady,tyrese,tyrese,43,sweet lady,1999,,sweet lady,tyrese,0.233,0.588,0.522,0,0,9,0.24,-6.254,0,61,1998/8/31,0.0383,66.024,4,0.584,4.843333333,359,1.235375086,108,1990,3.324074074,F,F,F,T,,,,damn,T
here we are all alone you and me privacy and we can do anything your fantasy i wanna make your dream come true can you hear shes calling me between your leg loud and clear i wanna talk back to her make love to her i wanna hear you scream my name we can make love in the bedroom floor floatin on top of my waterbed im kissing you running my finger through your hair in the hallway making our way beside the stair we can do it anywhere i can love you in the shower both of our body dripping wet on the patio we can make a night you wont forget on the kitchen floor a i softly pull your hair we can do it anywhere anywhere i love the way your body feel on top of mine so take your time we got a night girl you know i like it slow and i know you like it too baby please dont stop i feel it now you feel it too youre shivering ooh you put me close to you just let it flow there no other place to go z too hot to stop so we goin from the bedroom to the floor let you know a nigga miss you when out on tour when our tongue touch have a playboy sing it much roll a dutch let me tell you it turn me on when sing to you what kinda feeling do it bring to you i bump hard till you say im being mean to you i know the ice roley gleam to you a true player what i seem to you and if you want it we can do it in the black wit the top down in overdrive when we ride cause im hot now you got me goin i dont think i wanna stop now z feinin like a criminal on lockdown so let get a way to get away you gettin hot baby please dont melt away i got a crib on the beach in palmetto way and here your personal key to see me everyday,112  featuring  lil zane,112,47,anywhere,1999,lil zane,anywhere,112,0.114,0.589,0.477,0,0,10,0.188,-9.025,1,55,1998,0.29,125.867,4,0.841,4.068883333,359,1.470509927,164,1990,2.18902439,T,F,F,T,make love,,,"nigga, nigga",T
oooh check it out see what i believe is we wa granted the power whats that power wha ha the power to make you dance like this but comin in after just let her go what the deal and now take me for instance babe see my love will drive her crazy cause ill be goin boom like an be makin circle like a figure you know it feel good from head to toe now hold on to me baby here we go youll be goin boom baby boom baby boom and ill be goin ooh baby ooh baby ooh i heard shes not all that to you cause she cant do it like i do go about and find somebody else now take me for instance babe see my love will drive her crazy cause ill be goin boom like an be makin circle like a figure you know it feel good from head to toe now hold on to me baby here we go youll be goin boom baby boom baby boom and ill be goin ooh baby ooh baby ooh boom like an circle like a figure feel good from head to toe to me baby here we go aint nobody can bang it like me stack it like me wouldnt like me ask kelly his original plan to get a large on the map by makin you clap your hand damn shoo bizzatch im not gonna lie ill pump my amp to this cutie pie honey bunch if youre not busy take me to lunch oh yall done did it now with the luscious music world poppin crew and what groove is what intended you to get me up you you one in a mill forget the men cause they ride in my pocket baby and today i just wanna jiggle my ball bet i knock your sock off wit my what what what yea yea boom like an circle like a figure to me baby here we go boom like an circle like a figure feel good from head to toe to me baby here we go youll be goin boom baby boom baby and ill be goin ooh baby ooh baby ooh youll be goin boom baby boom baby and ill be goin ooh baby ooh baby ooh boom like an circle like a figure feel good from head to toe to me baby here we go boom like an circle like a figure feel good from head to toe to me baby here we go,blaque,blaque,50,808,1999,,808,blaque,0.00328,0.867,0.42,0,3.18E-06,1,0.0887,-9.478,1,42,1999,0.167,121.66,4,0.367,5.11155,439,1.431398826,147,1990,2.986394558,F,F,F,T,,,,damn,T
jack jack yeah put em up put em up yo yo jt money throw em up throw em up jt money aiy ya ya ya ya ya ya aiy ya ya ya ya ya ya who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew yo who dat off brand nigga tryin to hang wit the clique flossin like you came wit the clique but would you bang with the clique if it wa thick or do you just ride dick cause playa i dont know you nigga tell me who you wit if you hang wit the squad you bound to get scarred sucker boy run they mouth real nigga run the yard round here we blow tree dont fuck with ob you dick ride nigga might be the police aaaah iight aiy ya ya ya ya ya ya aiy ya ya ya ya ya ya who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew uhh me and my girl rollin deep represent the sole bunch of fly ass bitch when we ride it on see them nigga all pause droppin digital phone askin me where you from cause they wantin to clone nigga them line they spit they want my shit but game be whack i turn my back then hear that youre lickin stickin it tell all your friend that youre dickin it swingin on them hi fi shit nigga get sick with this say who dey who dat no chance blew dat when you said that you wrote this have red zone nigga on blow for this bitch dont you deny it nigga dont even try it nigga you makin claim that you laid wit the fly nigga dont know your name it still remains that you would say you fucked so le everytime they turn a back burn track nigga wanna say theyve earned stack dick be jack picture that say my name im the one who the fuck is dat why aiy ya ya ya ya ya ya who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew aiy ya ya ya ya ya ya who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew i been said a legendary up in this motherfucker veteran in this game and still bringin ruckus never had no time for trick or no bustaz i only fuck wit dat real i got no love for sucker all these tiny ass nigga be wanna wear my shoe aint got the slightest of clue or either paid your due then these hoe goin crazy bout j baby the way you show me your love is by the way you pay me the game room been closed so stay up out of mine just know i keep nigga up and krunk like battle line motherfucker be all up in a nigga biz tryin to question my shit just like a pop quiz nigga what this is aaaa ight aiy ya ya ya ya ya ya who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew aiy ya ya ya ya ya ya who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew aiy ya ya ya ya ya ya aiy ya ya ya ya ya ya who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew aiy ya ya ya ya ya ya who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew who dat who dat who dat who dat who dat who dat who who dat who dat who dat who dat who dat who dat who who dat who dat who dat who dat who dat who dat who who dat who dat who dat tryin to get up in my crew yeah,jt money  featuring  sol̩,jt money,55,who dat,1999,sol̩,who dat,jt money,0.0148,0.831,0.834,1,0,11,0.303,-5.327,0,37,1999/5/25,0.222,87.027,4,0.381,3.863333333,745,3.213977567,210,1990,3.547619048,T,F,F,T,"ass, dick",,,"nigga, motherfucker, fuck, shit, bitch, nigga, ass",T
i never knew there wa a love like this before never had someone to show me a love love like this before now that we have come to be a brand new life i cant see never thought youd be a special part of me no baby the reason are because of you i can go on and make it through i cant even take my mind off loving you and i wanna say i never knew there wa a love like this before never had someone to show me a love ooooh love like this before i know you cant see all the thing you mean to me im so amazed that you are mine yeah yeah yeah yeah if we can work together maybe this could last forever this is something that i wanna hold on to so baby try to understand baby try to understand ill be crazy if you leave cause you compliment my style and i like the way you walk and the sexy thing you talk you dont know just what you do to me oooh you see i never never i never knew there wa a love like this before never had someone to show me a love ooooh i never had a love like this before i never knew there wa a love like this before never knew never knew never had someone to show me a love love like this before baby try to understand ill go crazy if you leave cause you compliment my style and i like the way you walk and the sexy thing you talk you dont know just what you do to me ooh you see i never never never knew a never knew a never knew a love like this before never knew a never knew a never knew a love like this before i never knew there wa a love like this before never had someone to show me a love ooooh love like this before i never knew there wa a love like this before never had someone to show me a love oh yeah love like this before i never knew there wa a love like this before never had someone to show me a love,faith evans,faith evans,58,love like this,1999,,love like this,faith evans,0.00364,0.767,0.551,0,0,0,0.0451,-7.328,1,58,1998,0.0616,100.904,4,0.796,4.595116667,374,1.35651253,92,1990,4.065217391,T,F,F,F,sexy,,,,T
bad boy total kima keisha pam missy talk to me yeah yeah yeah yeah uh bad boy bad boy my mic sound nice check one bad boy my mic sound nice check two p u f f ima make em go deaf make you say who dat them total bitch bad ass kima keisha and pam oh shit goddammit should you cram it or slam it damn right ima jam it baby you sho is somethin see i wont trade you for nothin see everything you do to me you got me trippin and im satisfied and thats guaranteed i hope you that youve been checkin me i know what youre talkin bout i be trippin on my own foot you got me buggin boy you bring me so much joy you got me open boy and ima save myself for you i hope you that youve been checkin me i know what youre talkin bout i be trippin on my own foot you got me buggin boy you bring me so much joy you got me open boy and ima save myself for you baby yeah there one thing ill mention me and her see shes no competition so tell her that youre through with her and youre in love with me and thats totally and youre dedicated to me i hope you that youve been checkin me i know what youre talkin bout i be trippin on my own foot you got me buggin boy you bring me so much joy you got me open boy and ima save myself for you i hope you that youve been checkin me i know what youre talkin bout i be trippin on my own foot you got me buggin boy you bring me so much joy you got me open boy and ima save myself for you baby ill mention see shes no competition i wont quit it till i get it till i have it ill admit it im in love i wont quit it till i get it till i have it ill admit it im in love baby you know that you got me trippin ya see im open baby im open baby you know that you got me trippin ya see im open baby im open i hope you that youve been checkin me i know what youre talkin bout i be trippin on my own foot you got me buggin boy you bring me so much joy you got me open boy and ima save myself for you thank you thank you and we wont stop nah nah nah nah heh heh heh yeah yeah yeah missy misdemeanor,total  featuring  missy elliott,total,60,trippin',1999,missy elliott,trippin,total,0.173,0.753,0.831,0,1.23E-05,11,0.0927,-6.431,0,44,1998/10/27,0.0958,124.151,4,0.505,4.455466667,445,1.664621738,114,1990,3.903508772,T,F,F,T,ass,,,"shit, damn, bitch, ass",T
been checkin you for so long and i feel been peepin out yo vibe so what you need to do right now is keep it real i know you want me girl just like i want you so stop frontin like you dont when you do if you really bout it my love will make you shout it shout it if you if you so on them lonley night girl there for u let me come satisfy you for an hour or two baby dont be shy cuz im not judgin you i hungry for your love so let me through girl let stop talkin bout them thangs we can do so if you feelin naughty and if you really bout it bout it and if you get me rowdy get rowdy rowdy my love will make you shout it shout it it a silky silky silky thang silky silky silky silky thang nah nah nah nah see i got something for you meet me in my bedroom so we can laugh the night away im tryin to be forreal wanna show you how i feel inside cuz i know that you feelin like lovin me the lover have returned to make me wanna make love to you so bring yo sexallent body ovum here and let me do the thing i do in my bedroom im gone love you down just like a playa would and turn you out my superstar make you feel real good i find out if you feelin like lovin me sexin me holdin me kissin me squezzin me say yeaaa yeaa say yeeaaa yeaaa yeaa yeaa oh yeaaaaaaa fade til end,silk,silk,61,if you,1999,,if you,silk,0.184,0.628,0.477,0,0,9,0.0726,-8.77,0,43,1999,0.0325,99.216,4,0.336,5.62445,277,0.820820999,126,1990,2.198412698,T,F,F,F,make love,,,,T
god know that youre a sexy thang it taking everything in me not to kiss you over under feel you inside feel my thunder how the hell could i not want you girl it dont have to be a thang ill wait for you you wait for me cause true love is insisting we dont have to rush at all these are the time we all wish for the moment when le mean so much more we dont have to do a thing at all we can take our time and talk and this is the way thing need to be no pressure from you and none from me just let the mood set the moment off we can make love or not at all be thinking bout you all the time morning noon and supper time tear you up in little piece swallow you like reeses piece come on girl you know i need it ill wait for you you wait for me true love insisting we dont have to rush at all these are the time we all wish for the moment when le mean so much more we dont have to do a thing at all we can take our time and talk and this is the way thing need to be no pressure from you and none from me just let the mood set the moment off we can make love or not at all i dont make promise cause i know my heart get weak when i get around you girl it make them hard to keep cause you bring out the best make me the man god know im proud to be baby yeah these are the time we all wish for the moment when le mean so much more we dont have to do a thing at all we can take our time and talk and this is the way thing need to be no pressure from you and none from me just let the mood set the moment off we can make love or not at all,dru hill,dru hill,66,these are the times,1999,,these are the times,dru hill,0.13,0.717,0.483,0,0,9,0.0866,-9.314,0,49,1998/1/1,0.0284,109.961,4,0.352,4.15845,345,1.382726737,113,1990,3.053097345,T,F,F,F,"make love, sexy",,,,T
i like this right here yeah bad boy and we wont stop faith we can dance dance dance clap your hand hand hand all night if youre in the mood do what you wanna do all night long happy day are here so leave your care behind just relax your mind it so easy to do it just enjoy yourself if the feeling right get your groove on tonight take your time tonight everythings all right aint nothing but a party get up on the floor dont worry bout a thing the rhythm got you now so come on get into it just enjoy yourself if the feeling right get your groove on tonight take your time tonight everythings all right aint nothing but a party have a good time lay back relax just free your mind let the music take control of you yeah yeah yeah yeah yeah if it a hot then i mustve did it if it not then i wasnt with it bad boy stay committed whether hip hop or r b featuring faith evans co starring me p diddy you know i got the key to your city unlock the door rock some more beat we lace bad boy heat the place we run r b too cuz we keep the faith givin the street a taste blaze the chart i remember in case you forgot first lady b making it hot aint nobody taking the spot now it faith instead of pain coming through with a better grain in the dash cell phone better range get the cash and stock paper for the whole four quarter damn some thing never change can ya feel me ya feel me let make em dance let go have a good time lay back relax just free your mind let the music take control of you,faith evans  featuring  puff daddy,faith evans,74,all night long,1999,puff daddy,all night long,faith evans,0.00946,0.713,0.779,0,0,11,0.0805,-4.726,0,42,2005/10/4,0.238,100.404,4,0.725,4.321783333,310,1.195494144,160,1990,1.9375,F,F,F,T,,,,damn,T
